date,league,season,venue,ht_goals_home,ht_goals_away,ht_sot_home,ht_sot_away,ht_reds_home,ht_reds_away,elo_home,elo_away,ft_goals_home,ft_goals_away,ft_sot_home,ft_sot_away
2019-11-02,Premier League,2019-20,Home,3,0,3,0,0,0,1502.8600759212675,1485.356741699368,3,0,6,0
2019-11-02,Premier League,2019-20,Home,0,2,4,5,0,0,1494.264495930018,1465.3807621513358,2,3,6,9
2019-11-02,Premier League,2019-20,Home,0,1,2,5,0,0,1438.5179290100405,1559.4543640351299,1,2,3,10
2019-11-03,Premier League,2019-20,Home,0,0,2,3,0,0,1514.5783889878282,1557.2149142015064,0,2,3,5
2019-11-03,Premier League,2019-20,Home,0,0,1,1,0,1,1454.355500784815,1482.7768393223587,1,1,3,2
2019-11-08,Premier League,2019-20,Home,0,1,2,1,0,1,1416.341062399766,1427.8727192690612,0,2,5,2
2019-11-09,Premier League,2019-20,Home,0,0,3,0,0,0,1570.099573776109,1500.532076083236,2,0,5,1
2019-11-09,Premier League,2019-20,Home,2,0,5,2,0,0,1470.1621187926162,1476.937406717819,3,0,12,4
2019-11-09,Premier League,2019-20,Home,1,1,4,1,0,0,1482.707851363535,1512.9768045275337,2,1,9,3
2019-11-09,Premier League,2019-20,Home,0,1,1,2,0,0,1437.9262352458438,1455.6614400808553,1,2,3,5
2019-11-09,Premier League,2019-20,Home,0,0,2,2,0,0,1481.4709000263183,1518.0546988280194,1,1,5,4
2019-11-09,Premier League,2019-20,Home,0,0,4,1,0,0,1571.2612271060987,1521.0490789023133,2,0,7,1
2019-11-10,Premier League,2019-20,Home,2,0,6,1,0,0,1485.708950018593,1498.2101023732116,3,1,11,2
2019-11-10,Premier League,2019-20,Home,1,0,3,2,0,0,1501.7009226722391,1470.0382546888843,2,1,5,4
2019-11-10,Premier League,2019-20,Home,2,0,2,2,0,0,1627.2689084926142,1574.019668635333,3,1,5,3
2019-11-23,Premier League,2019-20,Home,0,2,2,3,0,0,1460.625432723406,1483.1494472376146,2,3,4,6
2019-11-23,Premier League,2019-20,Home,1,1,3,3,0,0,1507.3454680325888,1422.7422629609162,2,2,5,6
2019-11-23,Premier League,2019-20,Home,0,2,1,3,1,0,1495.586383742546,1516.2468261857514,1,2,2,7
2019-11-23,Premier League,2019-20,Home,0,0,0,5,0,0,1481.6346513460305,1584.9648379758232,0,2,0,9
2019-11-23,Premier League,2019-20,Home,0,0,3,2,0,0,1487.693638501478,1640.8357123223275,1,2,6,4
2019-11-23,Premier League,2019-20,Home,0,0,3,2,0,0,1470.845412365783,1400.8719199024094,0,2,7,5
2019-11-23,Premier League,2019-20,Home,0,0,2,3,0,0,1443.3418617664179,1486.4740927870291,0,3,4,5
2019-11-23,Premier League,2019-20,Home,2,1,2,1,0,0,1560.4528648056196,1582.938011357867,2,1,4,2
2019-11-24,Premier League,2019-20,Home,1,0,3,2,0,0,1516.376151616723,1502.284401045774,3,3,8,5
2019-11-25,Premier League,2019-20,Home,2,0,4,3,0,0,1455.492351175372,1500.0982721485225,2,0,8,5
2019-11-30,Premier League,2019-20,Home,1,1,1,5,0,0,1482.0553060008094,1577.4869008393064,2,2,3,9
2019-11-30,Premier League,2019-20,Home,0,1,2,1,0,0,1500.4979218888159,1478.322268626693,0,2,4,2
2019-11-30,Premier League,2019-20,Home,0,0,3,2,0,0,1565.9039753241802,1445.6612512040026,0,1,6,4
2019-11-30,Premier League,2019-20,Home,2,0,3,3,1,0,1650.2070821971126,1470.2576746930386,2,1,7,5
2019-11-30,Premier League,2019-20,Home,1,0,3,3,0,0,1498.113628757018,1480.5367123741241,3,2,5,6
2019-11-30,Premier League,2019-20,Home,0,1,4,1,0,0,1426.5631601578077,1429.3180326646311,2,1,6,3
2019-12-01,Premier League,2019-20,Home,2,1,4,4,0,0,1420.0514449035422,1503.5245708356972,2,2,8,7
2019-12-01,Premier League,2019-20,Home,0,1,1,2,0,0,1531.2964975541734,1515.727558139778,1,1,3,4
2019-12-01,Premier League,2019-20,Home,0,1,3,2,0,0,1596.3418146288152,1451.6658873646502,2,1,6,3
2019-12-01,Premier League,2019-20,Home,1,1,3,1,0,0,1502.9329945227191,1473.535317323085,2,2,6,3
2019-12-03,Premier League,2019-20,Home,0,0,1,2,1,0,1495.3421106832302,1465.3454694293084,1,0,2,3
2019-12-03,Premier League,2019-20,Home,0,1,1,3,0,0,1483.4780798322786,1573.199399844928,1,4,2,8
2019-12-04,Premier League,2019-20,Home,1,1,5,2,0,0,1544.5775723268994,1474.8859087786989,2,1,9,3
2019-12-04,Premier League,2019-20,Home,0,0,3,0,0,0,1606.0393759701687,1413.1911687559855,2,0,6,1
2019-12-04,Premier League,2019-20,Home,1,1,4,2,0,0,1501.5824030671054,1513.3048717018337,2,1,7,5
2019-12-04,Premier League,2019-20,Home,2,0,2,1,0,0,1442.6900240664534,1423.8232299310546,2,1,5,3
2019-12-04,Premier League,2019-20,Home,1,0,3,1,0,0,1530.5800009152342,1466.9876542012835,2,0,7,3
2019-12-04,Premier League,2019-20,Home,4,2,4,2,0,0,1658.589394774745,1441.9683260232966,5,2,5,4
2019-12-05,Premier League,2019-20,Home,0,1,3,2,0,0,1516.4440547787171,1486.3428069951879,0,2,6,4
2019-12-05,Premier League,2019-20,Home,0,1,3,4,0,0,1499.7527858081849,1461.8753621154062,1,2,5,9
2019-12-07,Premier League,2019-20,Home,1,0,3,2,0,0,1434.825129394656,1557.410515508198,3,1,7,4
2019-12-07,Premier League,2019-20,Home,0,2,0,4,0,0,1450.7234436454426,1665.7325914033856,0,3,0,9
2019-12-07,Premier League,2019-20,Home,3,0,3,1,0,0,1496.765236826603,1471.5204383781822,5,0,7,1
2019-12-07,Premier League,2019-20,Home,0,0,1,0,0,0,1405.2600371805834,1509.964136467096,0,0,3,0
2019-12-07,Premier League,2019-20,Home,0,2,2,4,0,0,1585.1570412990243,1518.122037942336,1,2,5,7
2019-12-08,Premier League,2019-20,Home,1,2,1,4,0,0,1462.0529655974003,1613.9705075455709,1,4,2,8
2019-12-08,Premier League,2019-20,Home,0,0,3,2,0,0,1503.725562664782,1457.8220291059113,2,1,6,4
2019-12-08,Premier League,2019-20,Home,1,0,2,2,0,0,1408.6912248915967,1499.061299109123,1,2,4,3
2019-12-08,Premier League,2019-20,Home,2,2,2,2,0,0,1479.6128040134688,1543.6837359576773,2,2,4,5
2019-12-09,Premier League,2019-20,Home,1,0,2,2,0,0,1453.8839191588404,1482.0153439101223,1,3,4,3
2019-12-14,Premier League,2019-20,Home,1,0,3,1,0,0,1672.927406012865,1409.940982833728,2,0,6,2
2019-12-14,Premier League,2019-20,Home,0,0,2,0,0,0,1456.6809626875547,1517.623841797508,1,0,4,0
2019-12-14,Premier League,2019-20,Home,0,0,3,1,0,0,1535.9884011594393,1443.5286290359631,0,1,5,2
2019-12-14,Premier League,2019-20,Home,1,1,3,1,0,0,1623.388658469392,1396.7615394303189,1,1,5,3
2019-12-14,Premier League,2019-20,Home,0,0,2,0,0,0,1510.9909845704008,1452.634814673579,2,0,3,0
2019-12-14,Premier League,2019-20,Home,0,1,1,2,0,0,1443.9237499731853,1439.176595476196,0,1,2,4
2019-12-15,Premier League,2019-20,Home,0,1,3,2,0,0,1537.1713686554824,1456.2472437434146,1,1,8,3
2019-12-15,Premier League,2019-20,Home,0,1,3,2,0,0,1540.7661588369451,1511.6047125172306,1,2,5,5
2019-12-15,Premier League,2019-20,Home,0,3,0,3,0,0,1496.7226675927666,1566.1077105858778,0,3,1,7
2019-12-16,Premier League,2019-20,Home,0,0,2,4,0,0,1505.2831908139515,1482.530381134201,1,1,4,10
2019-12-21,Premier League,2019-20,Home,0,0,0,1,0,0,1459.90797619571,1483.8761548926975,0,0,0,2
2019-12-21,Premier League,2019-20,Home,0,2,3,3,0,0,1439.2972257732188,1427.705149032883,1,3,6,8
2019-12-21,Premier League,2019-20,Home,0,0,0,0,0,0,1463.6888111796172,1475.4590522979872,0,1,0,1
2019-12-21,Premier League,2019-20,Home,0,1,1,1,0,0,1483.576691413679,1524.328573470761,0,1,2,2
2019-12-21,Premier League,2019-20,Home,0,0,2,2,0,0,1498.8457521870755,1504.2368805344734,1,0,3,4
2019-12-21,Premier League,2019-20,Home,1,0,3,2,0,0,1405.9328417241213,1523.4263693178586,1,2,7,4
2019-12-21,Premier League,2019-20,Home,2,1,7,1,0,0,1578.954223285947,1614.2173561755897,3,1,12,2
2019-12-22,Premier League,2019-20,Home,0,0,1,4,0,0,1404.1692791825642,1533.510636203187,2,0,3,8
2019-12-22,Premier League,2019-20,Home,0,2,1,2,1,0,1528.9445020363173,1515.8282190157852,0,2,1,3
2019-12-26,Premier League,2019-20,Home,0,1,3,2,0,0,1512.340761668939,1469.4448256887847,2,1,5,5
2019-12-26,Premier League,2019-20,Home,0,0,1,3,0,0,1422.763588911713,1395.1463752866525,1,0,2,6
2019-12-26,Premier League,2019-20,Home,1,0,2,1,0,0,1448.2306435462624,1482.7741271254097,1,1,4,2
2019-12-26,Premier League,2019-20,Home,0,1,2,1,0,0,1532.4319593831635,1444.2387858943887,0,2,3,3
2019-12-26,Premier League,2019-20,Home,0,0,2,1,0,0,1487.9886298229696,1455.3951964164985,2,1,4,2
2019-12-26,Premier League,2019-20,Home,0,0,2,0,0,0,1461.0100039629979,1490.917219931342,1,0,5,0
2019-12-26,Premier League,2019-20,Home,1,1,2,1,0,0,1538.4604391956555,1425.864950546553,1,1,4,2
2019-12-26,Premier League,2019-20,Home,3,1,5,1,0,0,1511.8149648391982,1515.0940028985792,4,1,10,2
2019-12-26,Premier League,2019-20,Home,0,1,0,2,0,0,1596.5989822138154,1678.6991096640288,0,4,0,6
2019-12-27,Premier League,2019-20,Home,0,1,5,1,0,1,1534.2128357553274,1596.5725972477212,3,2,8,3
2019-12-28,Premier League,2019-20,Home,1,0,3,1,0,0,1455.4102799001555,1449.8162086717962,2,0,6,2
2019-12-28,Premier League,2019-20,Home,0,1,3,5,0,0,1498.9430020988013,1478.3838904475895,1,2,5,9
2019-12-28,Premier League,2019-20,Home,0,0,3,1,0,0,1464.2151898330214,1502.492034477192,1,1,5,2
2019-12-28,Premier League,2019-20,Home,1,0,3,1,1,0,1430.8759534082337,1437.4944411174993,3,0,6,2
2019-12-28,Premier League,2019-20,Home,1,0,1,4,0,0,1380.4155230808663,1526.3753074575682,2,2,2,7
2019-12-28,Premier League,2019-20,Home,1,1,2,4,0,0,1440.8917917622762,1584.3109966944958,1,2,4,8
2019-12-28,Premier League,2019-20,Home,0,1,0,2,0,0,1473.5433334467505,1527.965965638976,0,2,1,5
2019-12-29,Premier League,2019-20,Home,1,0,1,2,0,0,1481.188561999876,1512.4555554445308,1,2,2,4
2019-12-29,Premier League,2019-20,Home,1,0,1,1,0,0,1690.9870951833484,1553.0541629573283,1,0,3,2
2019-12-29,Premier League,2019-20,Home,0,0,2,0,0,0,1577.7312700457203,1533.4494363339747,2,0,4,0
2020-01-01,Premier League,2019-20,Home,0,1,3,3,0,0,1471.152685659232,1527.0195318088029,1,1,5,5
2020-01-01,Premier League,2019-20,Home,0,2,1,3,0,0,1460.0292893403084,1421.189685357615,1,2,1,6
2020-01-01,Premier League,2019-20,Home,0,2,1,6,0,0,1481.9973235406046,1594.0575220784908,0,3,2,10
2020-01-01,Premier League,2019-20,Home,1,0,2,3,0,0,1465.9708065699404,1520.022991417806,1,0,3,5
2020-01-01,Premier League,2019-20,Home,1,0,1,2,1,0,1447.180709168118,1543.0922686292133,2,1,3,4
2020-01-01,Premier League,2019-20,Home,0,0,4,1,0,0,1591.7029870856811,1495.3295690057862,2,1,7,2
2020-01-01,Premier League,2019-20,Home,1,0,2,1,0,0,1386.7678391206284,1500.736417740273,1,1,4,3
2020-01-01,Premier League,2019-20,Home,3,0,3,1,0,0,1431.1452663782811,1434.0738029127197,4,0,7,2
2020-01-01,Premier League,2019-20,Home,2,0,2,2,0,0,1466.6245856356038,1541.480009745418,2,0,4,4
2020-01-02,Premier League,2019-20,Home,1,0,3,1,0,0,1700.9489895114634,1519.477719294014,2,0,7,2
2020-01-10,Premier League,2019-20,Home,0,0,2,1,0,0,1511.1494914730686,1447.280127275794,1,0,3,2
2020-01-11,Premier League,2019-20,Home,0,1,1,2,0,1,1495.6684548646735,1486.0194383317908,1,1,3,4
2020-01-11,Premier League,2019-20,Home,2,0,3,1,0,0,1524.4687152193778,1442.2480731741553,3,0,8,2
2020-01-11,Premier League,2019-20,Home,1,0,3,1,0,0,1483.657298776354,1473.703502248657,1,0,6,2
2020-01-11,Premier League,2019-20,Home,1,1,3,5,0,0,1605.0687630201257,1484.4401118117612,1,2,5,10
2020-01-11,Premier League,2019-20,Home,1,0,3,2,0,0,1522.0851570492312,1391.835801996228,4,0,6,3
2020-01-11,Premier League,2019-20,Home,1,1,2,1,0,0,1522.7842592219738,1470.9860825989697,1,1,4,1
2020-01-11,Premier League,2019-20,Home,0,1,2,4,0,0,1501.5536861759851,1709.2772173324088,0,1,4,7
2020-01-12,Premier League,2019-20,Home,0,1,1,3,0,0,1417.9389420152067,1467.4887185753576,0,3,1,6
2020-01-12,Premier League,2019-20,Home,0,4,1,7,0,0,1438.9709015237681,1603.3752573151132,1,6,1,12
2020-01-18,Premier League,2019-20,Home,0,0,1,3,0,0,1481.2222125816857,1494.1222737788128,0,0,2,5
2020-01-18,Premier League,2019-20,Home,1,0,2,2,0,0,1486.4636777578523,1524.2408891849,1,1,4,4
2020-01-18,Premier League,2019-20,Home,1,0,1,1,0,0,1458.1617661470148,1430.023320871128,1,1,2,3
2020-01-18,Premier League,2019-20,Home,0,1,2,2,0,0,1612.3228379677535,1495.224215438612,2,2,6,3
2020-01-18,Premier League,2019-20,Home,1,0,2,1,1,1,1381.5679553557295,1404.2054480088786,1,0,5,3
2020-01-18,Premier League,2019-20,Home,2,0,3,2,0,0,1505.782311955767,1520.4163826712072,2,3,5,4
2020-01-18,Premier League,2019-20,Home,1,1,3,2,0,0,1434.1887295639626,1499.1990348779964,1,1,6,3
2020-01-18,Premier League,2019-20,Home,0,0,1,2,0,0,1473.3539591497363,1536.7514499795245,1,0,2,4
2020-01-19,Premier League,2019-20,Home,0,1,2,4,0,0,1429.9653384140086,1583.72656287612,2,1,5,8
2020-01-19,Premier League,2019-20,Home,1,0,2,2,0,0,1716.7086297295812,1532.3530036897296,2,0,5,4
2020-01-21,Premier League,2019-20,Home,0,1,3,1,0,0,1431.3163183847134,1481.8160095115943,2,1,5,2
2020-01-21,Premier League,2019-20,Home,2,0,2,4,0,0,1387.1644256791526,1456.8687686334292,3,1,3,8
2020-01-21,Premier League,2019-20,Home,0,1,0,4,0,0,1500.4214878485595,1490.455837560553,0,2,0,6
2020-01-21,Premier League,2019-20,Home,1,0,5,1,0,0,1496.2396571551117,1492.2415438147145,2,2,8,2
2020-01-21,Premier League,2019-20,Home,0,0,1,2,0,0,1522.5080079563634,1607.1255655578059,0,1,1,5
2020-01-21,Premier League,2019-20,Home,1,0,4,1,0,1,1517.8638653145463,1488.196558986389,2,2,8,2
2020-01-22,Premier League,2019-20,Home,2,0,5,1,0,0,1561.0743310983044,1437.1481072868473,4,1,8,2
2020-01-22,Premier League,2019-20,Home,1,0,1,1,0,0,1493.5284768489041,1398.6089776854556,2,1,3,2
2020-01-22,Premier League,2019-20,Home,0,1,4,1,0,0,1524.1266590878313,1452.6175701918241,0,2,7,2
2020-01-23,Premier League,2019-20,Home,0,1,1,3,0,0,1535.7428570664213,1724.9349743314795,1,2,3,6
2020-01-29,Premier League,2019-20,Home,0,1,2,3,0,0,1426.62480664222,1732.9923200918843,0,2,4,5
2020-02-01,Premier League,2019-20,Home,0,0,2,1,0,0,1571.5976317429318,1516.500946263718,2,2,4,3
2020-02-01,Premier League,2019-20,Home,2,0,3,3,1,0,1406.3320435241199,1449.6256750409384,2,1,6,5
2020-02-01,Premier League,2019-20,Home,0,0,1,1,0,0,1483.9626785127086,1510.3295284121655,0,1,3,3
