date,league,season,venue,ht_goals_home,ht_goals_away,ht_sot_home,ht_sot_away,ht_reds_home,ht_reds_away,elo_home,elo_away,ft_goals_home,ft_goals_away,ft_sot_home,ft_sot_away
2020-08-19,Ligue 1,2022-23,Home,1,1,3.0,2,0,0,2008,949,1,2,3,3
2020-08-19,Ligue 1,2023-24,Home,0,1,2.0,1,0,0,1962,1350,1,2,4,1
2020-08-19,La Liga,2020-21,Neutral,2,0,3.0,0,0,0,1803,1464,3,2,5,4
2020-08-19,Bundesliga,2021-22,Neutral,2,0,2.0,1,0,0,1297,1633,2,0,4,1
2020-08-20,Premier League,2020-21,Away,2,0,1.0,0,0,0,1632,1218,2,0,1,0
2020-08-20,Premier League,2020-21,Home,2,2,4.0,0,0,0,1444,1514,3,2,9,3
2020-08-21,Premier League,2022-23,Neutral,1,1,7.0,4,0,0,1427,1519,2,1,8,7
2020-08-21,Bundesliga,2023-24,Away,0,0,1.0,1,0,0,2176,1916,0,2,1,5
2020-08-21,La Liga,2021-22,Away,1,1,2.0,1,0,0,1814,1459,1,1,5,4
2020-08-21,Bundesliga,2021-22,Away,0,0,0.0,6,0,0,1488,1578,0,0,2,6
2020-08-21,Premier League,2021-22,Away,1,0,3.0,1,0,0,1595,1465,3,0,3,4
2020-08-21,Serie A,2023-24,Away,0,1,2.0,4,0,0,1496,1167,2,3,4,6
2020-08-21,Bundesliga,2022-23,Away,0,0,4.0,3,0,0,1421,1818,0,1,8,4
2020-08-22,Ligue 1,2021-22,Home,0,0,2.0,3,0,0,1335,1088,0,0,2,8
2020-08-22,Serie A,2022-23,Away,2,0,3.0,3,0,0,1365,1458,4,0,6,5
2020-08-22,Bundesliga,2021-22,Away,0,1,,7,1,0,1403,1637,1,2,3,12
2020-08-22,Serie A,2021-22,Home,0,1,2.0,3,0,0,1361,1275,0,1,4,7
2020-08-22,Premier League,2022-23,Away,0,0,2.0,4,0,0,1387,1321,1,0,6,6
2020-08-22,Premier League,2020-21,Away,1,1,2.0,0,0,0,1804,1530,2,2,7,1
2020-08-23,Serie A,2020-21,Away,2,2,0.0,1,0,0,1560,1310,3,2,0,3
2020-08-23,Serie A,2020-21,Home,3,0,5.0,3,0,0,1295,1478,4,1,6,5
2020-08-23,La Liga,2021-22,Home,0,0,3.0,6,0,0,1587,1716,1,0,6,8
2020-08-23,Serie A,2022-23,Away,2,1,3.0,4,0,0,1319,1697,2,3,5,4
2020-08-23,Premier League,2021-22,Away,0,0,4.0,1,0,0,1398,1380,0,0,4,5
2020-08-24,Serie A,2021-22,Home,0,1,3.0,2,0,0,1524,1708,0,2,4,4
2020-08-25,Premier League,2021-22,Away,1,1,3.0,4,0,0,1776,1369,2,1,3,6
2020-08-25,La Liga,2021-22,Home,1,1,0.0,3,0,0,1443,1314,1,2,1,6
2020-08-25,Serie A,2023-24,Away,0,0,2.0,2,0,0,1667,1073,1,1,3,6
2020-08-25,Ligue 1,2022-23,Away,0,1,4.0,2,0,1,1752,1345,2,1,6,4
2020-08-25,Bundesliga,2021-22,Away,0,1,4.0,1,0,0,1675,1485,1,3,9,2
2020-08-25,Serie A,2021-22,Away,0,0,4.0,1,0,0,1197,1525,0,0,6,2
2020-08-26,Premier League,2021-22,Away,1,4,4.0,2,0,0,1358,1406,1,4,6,5
2020-08-26,Bundesliga,2021-22,Home,0,1,8.0,2,0,0,1414,1396,0,1,12,4
2020-08-27,Bundesliga,2021-22,Away,1,1,3.0,1,0,0,1573,976,1,1,6,2
2020-08-27,Premier League,2020-21,Home,1,1,1.0,2,0,0,1458,1516,1,2,3,4
2020-08-27,Serie A,2022-23,Away,2,1,1.0,5,1,0,1431,1527,2,1,5,7
2020-08-28,La Liga,2022-23,Away,1,1,3.0,2,0,0,1462,1657,2,1,4,3
2020-08-28,Ligue 1,2022-23,Neutral,0,1,4.0,2,0,0,1681,1637,1,2,6,4
2020-08-28,Ligue 1,2022-23,Away,0,0,2.0,1,1,0,1390,1398,0,1,4,4
2020-08-28,Ligue 1,2023-24,Home,0,0,4.0,0,0,1,1675,1482,4,0,4,2
2020-08-29,Premier League,2022-23,Home,1,0,0.0,2,1,0,1723,1283,1,0,6,4
2020-08-29,Bundesliga,2020-21,Away,0,1,2.0,3,0,0,1620,1713,1,1,2,4
2020-08-29,Serie A,2021-22,Home,0,0,3.0,3,0,0,1253,1071,2,0,4,5
2020-08-29,Bundesliga,2022-23,Home,0,0,4.0,0,0,0,1677,1355,2,1,6,2
2020-08-29,Premier League,2023-24,Neutral,1,1,2.0,1,0,0,1573,1690,2,3,5,1
2020-08-29,Serie A,2022-23,Home,1,1,1.0,1,0,0,1390,1491,3,1,4,4
2020-08-31,Premier League,2022-23,Away,0,1,4.0,3,0,0,1519,1782,1,1,5,4
2020-08-31,Premier League,2020-21,Away,1,3,2.0,3,0,0,1581,1249,3,4,3,5
2020-08-31,La Liga,2020-21,Home,3,0,1.0,5,0,1,1531,1372,4,2,1,6
2020-09-01,Premier League,2023-24,Neutral,1,0,4.0,1,0,0,1647,1696,1,4,7,1
2020-09-01,Ligue 1,2021-22,Home,0,2,2.0,1,0,0,1640,1732,0,2,6,2
2020-09-01,Serie A,2020-21,Home,3,0,5.0,1,0,0,1479,1875,3,0,11,2
2020-09-02,La Liga,2022-23,Away,2,0,4.0,0,0,0,1321,1012,2,1,7,1
2020-09-03,Premier League,2022-23,Away,2,2,3.0,4,0,0,1390,1456,3,4,5,4
2020-09-03,Serie A,2020-21,Away,1,0,3.0,4,0,0,1205,1668,1,1,4,5
2020-09-03,Premier League,2022-23,Home,0,0,2.0,3,0,0,1597,1907,0,0,2,6
2020-09-04,Premier League,2022-23,Away,4,0,4.0,4,0,0,1491,1462,5,0,5,6
2020-09-04,La Liga,2023-24,Neutral,0,3,2.0,2,0,0,1697,1412,0,3,4,5
2020-09-04,Premier League,2021-22,Away,0,0,0.0,0,0,0,1789,1529,1,0,1,3
2020-09-05,La Liga,2020-21,Home,0,1,0.0,2,0,0,1221,1278,0,2,1,4
2020-09-05,La Liga,2020-21,Away,0,0,3.0,4,0,0,1451,1683,1,1,6,6
2020-09-05,Ligue 1,2022-23,Away,0,0,1.0,4,0,0,1366,1510,0,1,3,7
2020-09-05,Bundesliga,2023-24,Away,0,0,1.0,1,0,0,1431,1355,1,0,5,5
2020-09-06,Premier League,2020-21,Home,0,0,3.0,0,0,0,1316,1559,1,1,7,2
2020-09-06,Serie A,2020-21,Home,0,1,1.0,3,0,0,1420,1244,0,2,2,6
2020-09-06,Premier League,2020-21,Away,1,0,,2,0,0,1200,1484,3,1,5,4
2020-09-07,Serie A,2022-23,Home,0,0,2.0,0,0,0,1405,1694,0,1,6,1
2020-09-07,Serie A,2023-24,Away,3,0,2.0,3,0,0,1524,1731,3,2,3,6
2020-09-07,La Liga,2020-21,Home,0,1,3.0,5,0,0,1678,1449,1,1,4,8
2020-09-08,Ligue 1,2020-21,Away,1,1,4.0,3,0,0,1536,1578,2,3,7,3
2020-09-08,Serie A,2020-21,Away,1,1,2.0,1,0,0,1459,1344,3,2,3,2
2020-09-08,Premier League,2022-23,Away,0,0,2.0,1,0,0,1254,1421,0,1,3,2
2020-09-08,Serie A,2022-23,Away,2,0,6.0,2,0,0,1786,1553,2,0,8,4
2020-09-08,La Liga,2021-22,Home,1,1,1.0,5,0,0,1581,1007,1,1,5,5
2020-09-08,Ligue 1,2022-23,Home,1,0,5.0,2,0,0,1462,1559,3,2,8,6
2020-09-09,Ligue 1,2022-23,Home,1,1,2.0,2,0,0,1392,1508,1,1,4,3
2020-09-09,La Liga,2021-22,Home,1,0,4.0,1,0,0,1626,1899,3,0,10,5
2020-09-09,Ligue 1,2023-24,Home,1,1,4.0,1,1,0,1454,1514,1,2,6,3
2020-09-09,Ligue 1,2021-22,Away,0,0,1.0,2,0,0,1409,1479,1,0,3,4
2020-09-09,Serie A,2022-23,Home,1,1,1.0,3,0,0,1515,1160,2,4,2,7
2020-09-09,Bundesliga,2020-21,Away,1,0,3.0,0,0,0,1918,1514,1,1,5,1
2020-09-10,La Liga,2021-22,Away,0,1,3.0,2,0,0,1358,1800,1,2,4,3
2020-09-10,Ligue 1,2023-24,Away,0,0,2.0,2,0,0,1275,1636,0,1,5,6
2020-09-10,Bundesliga,2020-21,Away,0,0,0.0,2,0,0,1587,1298,0,0,3,4
2020-09-10,Bundesliga,2020-21,Home,1,2,3.0,1,0,0,1604,1742,4,2,6,2
2020-09-10,Serie A,2021-22,Away,2,1,1.0,1,0,0,1589,1559,3,1,2,2
2020-09-10,Premier League,2023-24,Away,1,1,2.0,5,0,0,1462,1470,1,2,4,5
2020-09-11,Premier League,2020-21,Home,3,0,1.0,2,0,0,1388,1357,3,1,4,4
2020-09-11,La Liga,2020-21,Away,0,4,3.0,2,0,1,1326,1765,0,4,5,4
2020-09-11,Serie A,2020-21,Away,1,0,2.0,1,0,0,1736,1670,2,0,3,2
2020-09-12,Serie A,2020-21,Away,2,0,1.0,2,0,0,1462,1510,2,1,2,3
2020-09-12,Bundesliga,2023-24,Away,0,2,2.0,3,0,0,1278,1459,1,2,4,5
2020-09-12,Serie A,2020-21,Home,0,1,4.0,3,0,0,1513,1534,1,1,4,5
2020-09-12,Premier League,2020-21,Away,0,0,3.0,1,0,0,1773,1395,0,0,3,2
2020-09-12,La Liga,2021-22,Away,1,0,4.0,1,0,0,1558,1555,3,2,7,4
2020-09-12,Ligue 1,2021-22,Neutral,0,1,2.0,3,0,0,1630,1333,2,1,4,6
2020-09-12,Serie A,2021-22,Home,2,1,,2,0,0,1460,1692,3,1,7,2
2020-09-13,Ligue 1,2020-21,Away,1,0,3.0,2,0,0,1523,1833,2,0,6,3
2020-09-14,Bundesliga,2022-23,Home,2,1,2.0,3,0,0,1728,1682,2,1,5,4
2020-09-15,Serie A,2021-22,Neutral,1,0,7.0,2,0,0,1594,1527,3,1,8,4
2020-09-16,La Liga,2021-22,Home,0,0,5.0,1,0,0,1376,1055,0,1,6,2
2020-09-16,Bundesliga,2022-23,Away,1,1,3.0,2,0,0,1366,1742,1,1,6,5
2020-09-16,Ligue 1,2021-22,Away,1,0,4.0,3,1,0,1524,1634,3,0,7,4
2020-09-16,Serie A,2020-21,Home,0,0,2.0,3,0,0,1424,1709,1,0,4,3
2020-09-16,Bundesliga,2020-21,Home,2,2,4.0,1,0,1,1411,1278,4,2,4,2
2020-09-17,Premier League,2023-24,Away,0,0,2.0,0,1,0,1357,1815,1,1,2,1
2020-09-17,Ligue 1,2022-23,Away,2,1,1.0,1,0,0,1444,1417,5,1,2,1
2020-09-18,Premier League,2023-24,Away,1,2,6.0,4,1,0,1377,1568,2,2,10,7
2020-09-18,La Liga,2023-24,Away,0,1,1.0,1,0,0,1327,1790,0,1,3,2
2020-09-18,Serie A,2022-23,Home,0,1,2.0,2,0,0,1542,1616,1,1,4,5
2020-09-18,Ligue 1,2022-23,Home,1,0,,2,0,0,1705,1510,1,0,10,4
2020-09-19,Premier League,2023-24,Home,3,0,5.0,3,0,0,1586,1461,4,2,11,4
2020-09-19,La Liga,2020-21,Away,1,0,6.0,3,0,0,1739,1166,1,1,6,3
2020-09-19,Ligue 1,2022-23,Neutral,0,2,2.0,3,0,1,1665,1446,0,5,4,6
2020-09-19,Ligue 1,2022-23,Home,2,1,2.0,2,0,0,1558,1630,2,1,2,2
2020-09-19,Serie A,2022-23,Home,0,0,1.0,3,0,0,1769,1256,1,0,2,6
2020-09-20,Serie A,2020-21,Away,0,0,5.0,2,0,0,1663,2035,2,1,6,3
2020-09-20,Bundesliga,2020-21,Home,0,0,1.0,4,0,0,1382,1323,1,0,4,5
2020-09-20,Premier League,2021-22,Away,0,1,4.0,4,0,0,1334,1389,1,2,5,5
2020-09-20,Ligue 1,2020-21,Away,0,0,3.0,2,1,0,1262,1362,0,0,7,3
2020-09-21,Premier League,2022-23,Away,0,1,2.0,1,0,0,1836,1283,2,1,7,3
2020-09-22,Premier League,2020-21,Away,2,0,2.0,4,0,0,1459,1739,2,1,3,8
2020-09-22,La Liga,2021-22,Neutral,1,0,6.0,3,0,0,1431,1413,2,0,12,4
2020-09-22,Bundesliga,2021-22,Home,0,0,,2,0,0,1638,1356,0,1,3,4
2020-09-22,Serie A,2022-23,Away,3,1,2.0,2,0,0,1497,1477,5,1,6,2
2020-09-23,Bundesliga,2023-24,Away,1,0,2.0,2,0,0,1293,1555,1,0,2,3
2020-09-23,Ligue 1,2020-21,Home,0,1,4.0,3,0,0,1506,1695,0,1,4,4
2020-09-23,Ligue 1,2023-24,Neutral,0,1,4.0,6,0,0,1474,1138,0,1,7,7
2020-09-23,Ligue 1,2020-21,Home,2,1,9.0,3,0,0,1511,1577,2,1,10,7
2020-09-23,Ligue 1,2020-21,Home,1,0,1.0,3,0,0,1370,1525,1,0,3,4
2020-09-24,Ligue 1,2023-24,Home,1,2,3.0,3,0,0,1608,1358,4,2,7,6
2020-09-24,Serie A,2021-22,Home,0,0,2.0,6,0,0,1682,1646,0,0,5,8
2020-09-24,Ligue 1,2021-22,Home,2,0,1.0,3,0,1,1542,1832,3,0,4,4
2020-09-24,Premier League,2023-24,Home,0,0,4.0,1,0,0,1485,1266,2,0,8,2
2020-09-24,Ligue 1,2023-24,Neutral,3,2,5.0,2,0,0,1800,1252,6,3,8,3
2020-09-25,Ligue 1,2020-21,Away,0,0,0.0,2,0,0,1367,1630,0,0,1,3
2020-09-25,La Liga,2022-23,Home,0,0,6.0,2,0,0,1263,1423,0,1,9,3
2020-09-25,Serie A,2020-21,Away,1,1,3.0,4,0,0,1504,1478,1,2,5,7
2020-09-26,Bundesliga,2022-23,Home,1,3,3.0,3,0,1,1656,1497,2,4,5,4
2020-09-26,La Liga,2023-24,Home,1,1,2.0,3,0,0,1397,1336,1,3,3,3
2020-09-27,Premier League,2020-21,Away,2,1,4.0,3,0,0,1563,1542,4,1,7,4
2020-09-27,Premier League,2022-23,Away,1,0,2.0,2,0,0,1105,1798,1,1,4,6
2020-09-27,Serie A,2021-22,Away,1,0,1.0,2,0,0,1763,1603,2,1,3,4
2020-09-28,Premier League,2021-22,Away,1,0,8.0,2,0,0,1602,1469,2,1,9,3
2020-09-28,Premier League,2020-21,Home,0,0,1.0,5,0,0,1430,1723,1,0,2,6
2020-09-28,La Liga,2020-21,Home,1,0,,1,0,1,1600,1712,1,1,6,5
2020-09-29,Bundesliga,2020-21,Away,0,0,2.0,4,0,0,1588,1644,0,2,4,5
2020-09-30,Bundesliga,2022-23,Away,1,0,2.0,0,0,0,1622,1470,2,0,4,3
2020-09-30,Bundesliga,2020-21,Away,1,0,4.0,1,0,0,1363,1460,1,0,6,5
2020-09-30,Premier League,2023-24,Away,0,2,4.0,3,1,0,1421,1132,2,4,7,3
2020-09-30,La Liga,2020-21,Away,0,0,1.0,4,0,0,1152,1649,0,0,1,4
2020-09-30,Ligue 1,2021-22,Home,0,1,2.0,4,0,0,1629,1383,1,3,2,4
2020-09-30,Premier League,2021-22,Home,1,2,,0,0,0,1538,1430,1,4,2,0
2020-10-01,Ligue 1,2020-21,Home,0,0,3.0,4,0,0,1855,1386,0,0,5,7
2020-10-01,Ligue 1,2023-24,Home,3,1,3.0,3,0,0,1712,1345,4,2,6,6
2020-10-01,La Liga,2021-22,Away,1,0,1.0,0,1,0,1789,1469,2,1,2,2
2020-10-02,Bundesliga,2023-24,Home,2,2,6.0,5,0,0,1263,1452,2,4,9,7
2020-10-02,Serie A,2021-22,Home,0,0,3.0,3,0,0,1649,1518,1,1,3,5
2020-10-02,Serie A,2022-23,Away,0,1,1.0,4,0,0,1632,1094,0,2,4,5
2020-10-03,Premier League,2021-22,Away,1,0,6.0,4,0,0,1510,1794,1,1,9,4
2020-10-04,Serie A,2020-21,Home,0,0,2.0,1,0,0,1253,1640,1,0,3,3
2020-10-04,Premier League,2022-23,Away,2,0,5.0,1,0,0,1403,1588,3,0,6,4
2020-10-04,Premier League,2021-22,Home,2,1,2.0,2,0,0,1331,1451,2,2,4,4
2020-10-05,Premier League,2020-21,Home,2,1,3.0,2,0,0,1062,1495,2,2,6,5
2020-10-05,Ligue 1,2020-21,Away,2,1,0.0,3,0,0,1469,1671,2,1,2,4
2020-10-06,La Liga,2023-24,Away,0,0,1.0,0,0,1,1352,1439,1,1,2,2
2020-10-06,Serie A,2020-21,Home,0,0,2.0,1,0,0,1700,1486,1,0,6,2
2020-10-07,Premier League,2023-24,Home,2,2,2.0,1,0,0,1783,1512,2,3,2,1
2020-10-07,Premier League,2022-23,Away,2,1,4.0,1,0,1,1760,1519,2,4,4,2
2020-10-07,Ligue 1,2020-21,Away,0,0,1.0,0,0,1,1403,1477,2,2,2,0
2020-10-08,Premier League,2023-24,Home,1,1,5.0,1,0,1,1258,1498,2,3,6,3
2020-10-08,La Liga,2020-21,Away,0,1,1.0,3,0,0,1475,1879,0,2,1,3
2020-10-08,Ligue 1,2023-24,Away,0,1,5.0,2,0,0,1372,1525,2,2,6,5
2020-10-08,Premier League,2021-22,Away,0,0,2.0,4,0,0,1709,1303,1,0,3,4
2020-10-08,Bundesliga,2023-24,Home,0,0,4.0,3,0,0,1574,1388,1,0,4,3
2020-10-10,Ligue 1,2021-22,Home,2,0,0.0,0,1,0,1810,1672,4,0,0,2
2020-10-11,,2020-21,Away,0,0,1.0,3,0,1,1452,1065,3,1,3,6
2020-10-11,La Liga,2021-22,Away,0,1,3.0,2,0,0,1783,1483,0,1,7,3
2020-10-12,Ligue 1,2022-23,Away,3,0,1.0,1,0,0,1308,1475,3,0,3,5
2020-10-12,Serie A,2023-24,Home,1,0,1.0,1,0,0,1050,968,3,0,1,4
2020-10-12,Serie A,2020-21,Home,2,2,2.0,1,0,1,1746,1484,3,3,2,3
2020-10-12,Serie A,2022-23,Away,2,1,3.0,2,1,0,1427,1402,2,2,5,3
2020-10-12,Ligue 1,2021-22,Away,1,1,1.0,3,0,0,1491,1511,2,1,2,7
2020-10-12,Premier League,2021-22,Home,1,0,1.0,2,0,1,1400,1683,1,0,3,5
2020-10-12,Ligue 1,2021-22,Neutral,0,0,3.0,2,0,0,1515,1521,0,0,5,2
2020-10-13,Bundesliga,2023-24,Away,0,3,1.0,1,0,0,1519,1322,0,4,2,2
2020-10-13,Premier League,2022-23,Home,1,0,3.0,5,0,0,1772,1335,1,0,4,6
2020-10-14,Ligue 1,2023-24,Home,2,0,2.0,2,0,0,1467,1323,4,1,2,4
2020-10-14,La Liga,2022-23,Home,0,2,2.0,3,0,0,1395,1201,0,2,5,5
2020-10-14,La Liga,2022-23,Away,0,2,,1,0,0,1292,1610,2,2,6,5
2020-10-14,Serie A,2020-21,Home,1,0,4.0,0,0,0,1256,1214,1,1,6,1
2020-10-14,Serie A,2020-21,Away,0,1,2.0,6,0,0,1467,1097,2,1,7,7
2020-10-14,Ligue 1,2023-24,Away,3,1,2.0,1,0,0,1427,1696,3,3,4,2
2020-10-15,Ligue 1,2021-22,Home,0,0,2.0,2,0,0,1533,1848,1,0,3,4
2020-10-15,Bundesliga,2020-21,Neutral,0,0,0.0,1,0,0,1107,1567,0,1,3,1
2020-10-15,Premier League,2021-22,Home,2,0,3.0,2,0,0,1459,1180,3,0,5,3
2020-10-16,Premier League,2022-23,Home,2,2,5.0,1,0,0,1308,1720,2,3,7,2
2020-10-16,La Liga,2022-23,Home,1,0,2.0,4,0,0,1283,1181,1,0,3,6
2020-10-17,Premier League,2022-23,Home,3,0,3.0,0,0,0,1420,1539,4,0,5,3
2020-10-17,La Liga,2020-21,Away,2,1,2.0,1,0,0,1432,1327,2,1,5,6
2020-10-17,Bundesliga,2020-21,Home,1,0,2.0,5,0,0,1897,1447,1,0,4,7
2020-10-17,Bundesliga,2023-24,Neutral,1,0,5.0,2,0,0,1640,1787,3,0,5,2
2020-10-18,Premier League,2021-22,Away,2,0,1.0,2,0,0,1451,1624,3,0,2,4
2020-10-18,Ligue 1,2022-23,Home,0,0,,1,0,0,1374,1384,0,0,3,2
2020-10-18,Premier League,2021-22,Away,1,2,1.0,4,0,0,1574,1272,2,4,3,5
2020-10-19,Bundesliga,2020-21,Away,0,0,6.0,4,0,1,1944,1574,1,0,7,4
2020-10-20,La Liga,2020-21,Neutral,3,0,1.0,1,0,0,1399,1308,3,1,1,2
2020-10-21,Premier League,2023-24,Away,1,0,2.0,3,0,0,1284,1709,1,1,3,6
2020-10-21,Serie A,2022-23,Away,1,0,1.0,2,0,0,1460,1678,2,1,3,2
2020-10-21,Serie A,2023-24,Away,1,0,1.0,2,0,0,1725,1267,3,0,4,6
2020-10-21,Ligue 1,2023-24,Home,1,1,2.0,1,0,0,1520,1205,1,1,5,2
2020-10-22,Ligue 1,2023-24,Home,1,0,4.0,0,0,0,1370,1224,3,0,7,0
2020-10-22,Serie A,2021-22,Home,0,1,1.0,2,0,0,1808,1203,2,2,4,2
2020-10-22,Serie A,2022-23,Away,0,0,0.0,3,0,0,1384,1695,2,0,4,4
2020-10-22,Ligue 1,2021-22,Neutral,0,1,5.0,1,0,0,1449,1799,1,3,8,3
2020-10-22,Ligue 1,2021-22,Away,0,1,3.0,2,0,0,1985,1733,0,1,4,4
